rttTimer(ms),latencyTime(ms),packetSizeUp(B),packetSizeDown(B),Throughput(B/s),processTime(ms)
166,63,200,91200,550602.4096385542,51.493167877197266
316,67,200,91200,289240.50632911397,52.231550216674805
159,70,200,91200,574842.7672955975,56.023597717285156
180,63,200,91200,507777.77777777775,55.0386905670166
180,67,200,91200,507777.77777777775,54.895639419555664
174,64,200,91200,525287.356321839,57.091712951660156
317,63,200,91200,288328.07570977916,55.565834045410156
174,67,200,91200,525287.356321839,51.003456115722656
142,66,200,91200,643661.9718309859,21.800994873046875
144,73,200,91200,634722.2222222221,19.635915756225586
134,71,200,91200,682089.5522388059,20.407915115356445
270,69,200,91200,338518.51851851854,22.787094116210938
139,69,200,91200,657553.9568345324,21.402359008789062
141,63,200,91200,648226.9503546099,20.031452178955078
170,56,200,91200,537647.0588235294,46.503543853759766
141,70,200,91200,648226.9503546099,20.857572555541992
265,67,200,91200,344905.6603773585,20.663738250732422
138,61,200,91200,662318.8405797101,20.54429054260254
140,71,200,91200,652857.1428571428,21.596908569335938
148,72,200,91200,617567.5675675676,19.562721252441406
139,72,200,91200,657553.9568345324,20.02120018005371
282,73,200,91200,324113.47517730494,26.973485946655273
155,58,200,91200,589677.4193548387,22.92656898498535
176,73,200,91200,519318.1818181819,51.8803596496582
173,75,200,91200,528323.6994219653,50.058603286743164
162,60,200,91200,564197.5308641975,51.70750617980957
311,71,200,91200,293890.6752411576,50.72379112243652
197,59,200,91200,463959.3908629442,54.579734802246094
174,63,200,91200,525287.356321839,64.12887573242188
164,61,200,91200,557317.0731707318,53.09915542602539
286,64,200,91200,319580.41958041955,183.3634376525879
173,63,200,91200,528323.6994219653,54.62503433227539
153,69,200,91200,597385.6209150327,51.518917083740234
149,64,200,91200,613422.8187919463,22.674083709716797
150,65,200,91200,609333.3333333334,22.383689880371094
278,66,200,91200,328776.9784172662,24.776935577392578
147,63,200,91200,621768.7074829933,21.725177764892578
152,58,200,91200,601315.7894736842,21.184206008911133
144,70,200,91200,634722.2222222221,25.75826644897461
139,63,200,91200,657553.9568345324,19.310712814331055
139,68,200,91200,657553.9568345324,22.216081619262695
268,61,200,91200,341044.77611940296,19.38152313232422
147,70,200,91200,621768.7074829933,22.11475372314453
140,67,200,91200,652857.1428571428,22.392749786376953
144,50,200,91200,634722.2222222221,25.25806427001953
278,70,200,91200,328776.9784172662,25.378942489624023
178,64,200,91200,513483.1460674158,51.642417907714844
138,73,200,91200,662318.8405797101,25.552749633789062
153,59,200,91200,597385.6209150327,25.386333465576172
152,74,200,91200,601315.7894736842,26.253461837768555
302,70,200,91200,302649.00662251655,30.146121978759766
