rttTimer(ms),latencyTime(ms),packetSizeUp(B),packetSizeDown(B),Throughput(B/s),processTime(ms)
197,58,200,91200,463959.3908629442,57.27124214172363
187,95,200,91200,488770.0534759358,62.40391731262207
334,67,200,91200,273652.6946107784,70.68228721618652
193,107,200,91200,473575.12953367876,70.66583633422852
201,62,200,91200,454726.36815920396,54.99410629272461
187,86,200,91200,488770.0534759358,63.25936317443848
190,66,200,91200,481052.63157894736,91.0787582397461
344,122,200,91200,265697.67441860464,95.48401832580566
307,70,200,91200,297719.86970684037,71.85816764831543
207,83,200,91200,441545.89371980674,81.22396469116211
222,70,200,91200,411711.7117117117,209.20944213867188
335,98,200,91200,272835.82089552237,77.59737968444824
366,74,200,91200,249726.77595628414,76.55787467956543
215,87,200,91200,425116.2790697674,83.45246315002441
236,72,200,91200,387288.1355932203,215.2702808380127
381,104,200,91200,239895.0131233596,91.31455421447754
