rttTimer(ms),latencyTime(ms),packetSizeUp(B),packetSizeDown(B),Throughput(B/s),processTime(ms)
201,90,200,91200,454726.36815920396,57.514190673828125
189,79,200,91200,483597.88359788357,53.276777267456055
300,90,200,91200,304666.6666666667,77.1174430847168
225,69,200,91200,406222.22222222225,73.46010208129883
191,118,200,91200,478534.0314136126,76.3704776763916
166,59,200,91200,550602.4096385542,44.59261894226074
239,83,200,91200,382426.7782426778,37.28890419006348
375,125,200,91200,243733.3333333333,80.96957206726074
218,86,200,91200,419266.05504587153,57.4793815612793
210,62,200,91200,435238.09523809527,52.07633972167969
173,94,200,91200,528323.6994219653,57.55472183227539
202,74,200,91200,452475.2475247525,52.16693878173828
286,91,200,91200,319580.41958041955,58.147430419921875
206,69,200,91200,443689.32038834953,58.353424072265625
178,89,200,91200,513483.1460674158,56.47873878479004
215,88,200,91200,425116.2790697674,51.24783515930176
312,93,200,91200,292948.71794871794,69.3657398223877
223,67,200,91200,409865.4708520179,51.13649368286133
164,88,200,91200,557317.0731707318,59.597015380859375
215,77,200,91200,425116.2790697674,50.93502998352051
172,101,200,91200,531395.3488372093,56.345462799072266
322,68,200,91200,283850.93167701864,52.223920822143555
232,83,200,91200,393965.5172413793,56.65135383605957
216,114,200,91200,423148.14814814815,53.30634117126465
240,99,200,91200,380833.3333333333,59.407711029052734
220,72,200,91200,415454.5454545454,51.80764198303223
328,97,200,91200,278658.5365853659,58.25376510620117
223,68,200,91200,409865.4708520179,55.611371994018555
193,91,200,91200,473575.12953367876,58.86650085449219
189,70,200,91200,483597.88359788357,52.2923469543457
313,76,200,91200,292012.77955271566,58.92038345336914
218,70,200,91200,419266.05504587153,51.20348930358887
191,88,200,91200,478534.0314136126,58.341264724731445
218,79,200,91200,419266.05504587153,55.56225776672363
180,80,200,91200,507777.77777777775,58.75396728515625
307,70,200,91200,297719.86970684037,59.11517143249512
174,96,200,91200,525287.356321839,59.07177925109863
168,69,200,91200,544047.619047619,60.756683349609375
174,92,200,91200,525287.356321839,58.040618896484375
180,70,200,91200,507777.77777777775,58.173179626464844
331,89,200,91200,276132.9305135952,62.24513053894043
188,68,200,91200,486170.21276595746,53.78246307373047
195,123,200,91200,468717.94871794875,57.779550552368164
209,62,200,91200,437320.57416267943,53.44510078430176
193,91,200,91200,473575.12953367876,57.71780014038086
330,58,200,91200,276969.696969697,63.90953063964844
211,107,200,91200,433175.35545023694,67.27743148803711
193,64,200,91200,473575.12953367876,54.53014373779297
185,93,200,91200,494054.0540540541,56.6556453704834
207,65,200,91200,441545.89371980674,63.11297416687012
346,97,200,91200,264161.84971098264,58.39180946350098
179,61,200,91200,510614.5251396648,62.07418441772461
198,105,200,91200,461616.1616161616,56.56886100769043
193,69,200,91200,473575.12953367876,53.66659164428711
201,99,200,91200,454726.36815920396,59.45301055908203
324,72,200,91200,282098.76543209876,52.77252197265625
203,94,200,91200,450246.3054187192,56.16402626037598
195,57,200,91200,468717.94871794875,53.12371253967285
185,97,200,91200,494054.0540540541,62.44373321533203
191,65,200,91200,478534.0314136126,55.23514747619629
335,99,200,91200,272835.82089552237,55.419206619262695
185,69,200,91200,494054.0540540541,52.88863182067871
197,92,200,91200,463959.3908629442,55.48572540283203
195,66,200,91200,468717.94871794875,53.28106880187988
191,122,200,91200,478534.0314136126,56.76150321960449
175,92,200,91200,522285.7142857143,56.74481391906738
