rttTimer(ms),latencyTime(ms),packetSizeUp(B),packetSizeDown(B),Throughput(B/s),processTime(ms)
288,85,200,91200,317361.11111111107,29.181718826293945
151,73,200,91200,605298.0132450331,19.07181739807129
150,87,200,91200,609333.3333333334,30.064105987548828
160,66,200,91200,571250.0,25.20895004272461
282,93,200,91200,324113.47517730494,23.148536682128906
148,76,200,91200,617567.5675675676,17.94147491455078
135,94,200,91200,677037.0370370371,24.877309799194336
136,72,200,91200,672058.8235294117,19.721269607543945
149,72,200,91200,613422.8187919463,29.520511627197266
296,86,200,91200,308783.7837837838,43.72239112854004
228,98,200,91200,400877.1929824562,25.244712829589844
154,60,200,91200,593506.4935064935,18.527507781982422
150,64,200,91200,609333.3333333334,28.936147689819336
332,100,200,91200,275301.2048192771,43.19930076599121
293,104,200,91200,311945.3924914676,44.47221755981445
180,61,200,91200,507777.77777777775,31.50653839111328
156,95,200,91200,585897.4358974359,197.25489616394043
344,67,200,91200,265697.67441860464,65.68431854248047
332,123,200,91200,275301.2048192771,55.963993072509766
160,71,200,91200,571250.0,38.461923599243164
188,67,200,91200,486170.21276595746,53.38573455810547
179,84,200,91200,510614.5251396648,70.48416137695312
202,40,200,91200,452475.2475247525,78.34649085998535
343,105,200,91200,266472.3032069971,89.30039405822754
363,60,200,91200,251790.63360881543,77.20613479614258
196,103,200,91200,466326.53061224485,75.05226135253906
207,62,200,91200,441545.89371980674,91.36581420898438
335,112,200,91200,272835.82089552237,83.48989486694336
350,102,200,91200,261142.85714285716,87.46194839477539
242,69,200,91200,377685.9504132232,107.02013969421387
247,103,200,91200,370040.4858299595,41.31627082824707
347,69,200,91200,263400.5763688761,225.783109664917
309,65,200,91200,295792.8802588997,86.80486679077148
202,105,200,91200,452475.2475247525,81.66146278381348
235,69,200,91200,388936.1702127659,70.76144218444824
179,97,200,91200,510614.5251396648,70.86801528930664
224,67,200,91200,408035.71428571426,92.75126457214355
355,84,200,91200,257464.78873239437,87.95857429504395
342,62,200,91200,267251.46198830404,68.83955001831055
203,95,200,91200,450246.3054187192,70.55091857910156
205,61,200,91200,445853.6585365854,84.75732803344727
351,139,200,91200,260398.8603988604,80.08456230163574
350,64,200,91200,261142.85714285716,98.29354286193848
223,85,200,91200,409865.4708520179,79.0700912475586
226,67,200,91200,404424.77876106196,81.56275749206543
230,93,200,91200,397391.30434782605,89.67232704162598
223,68,200,91200,409865.4708520179,82.94892311096191
316,106,200,91200,289240.50632911397,82.15832710266113
330,114,200,91200,276969.696969697,95.74055671691895
227,65,200,91200,402643.1718061674,79.72860336303711
222,103,200,91200,411711.7117117117,88.04011344909668
336,71,200,91200,272023.8095238095,82.92961120605469
339,71,200,91200,269616.5191740413,77.86798477172852
211,91,200,91200,433175.35545023694,100.8138656616211
229,63,200,91200,399126.6375545852,88.43374252319336
360,91,200,91200,253888.88888888888,86.00330352783203
365,69,200,91200,250410.95890410958,77.67605781555176
220,95,200,91200,415454.5454545454,88.45734596252441
207,95,200,91200,441545.89371980674,226.58610343933105
378,62,200,91200,241798.94179894179,80.24120330810547
340,93,200,91200,268823.5294117647,79.20646667480469
219,67,200,91200,417351.598173516,79.61559295654297
216,93,200,91200,423148.14814814815,96.53925895690918
252,64,200,91200,362698.4126984127,79.38313484191895
203,87,200,91200,450246.3054187192,94.96736526489258
345,67,200,91200,264927.53623188403,78.27019691467285
282,88,200,91200,324113.47517730494,70.31965255737305
187,71,200,91200,488770.0534759358,57.81388282775879
169,92,200,91200,540828.4023668639,94.8021411895752
352,69,200,91200,259659.09090909094,78.21059226989746
268,93,200,91200,341044.77611940296,54.09836769104004
166,67,200,91200,550602.4096385542,50.19545555114746
182,60,200,91200,502197.80219780223,77.14438438415527
355,94,200,91200,257464.78873239437,99.29418563842773
249,91,200,91200,367068.27309236943,53.75218391418457
187,66,200,91200,488770.0534759358,51.49555206298828
181,96,200,91200,504972.37569060776,54.80456352233887
175,72,200,91200,522285.7142857143,54.45098876953125
299,101,200,91200,305685.61872909695,71.32983207702637
204,62,200,91200,448039.2156862745,66.7715072631836
178,111,200,91200,513483.1460674158,54.57639694213867
182,61,200,91200,502197.80219780223,55.19437789916992
181,94,200,91200,504972.37569060776,89.41221237182617
347,68,200,91200,263400.5763688761,80.91926574707031
239,81,200,91200,382426.7782426778,53.13587188720703
191,181,200,91200,478534.0314136126,51.58281326293945
225,87,200,91200,406222.22222222225,20.460844039916992
140,67,200,91200,652857.1428571428,21.967411041259766
298,119,200,91200,306711.40939597314,19.274473190307617
155,69,200,91200,589677.4193548387,21.40355110168457
155,101,200,91200,589677.4193548387,23.321151733398438
169,68,200,91200,540828.4023668639,50.39072036743164
310,88,200,91200,294838.70967741933,24.565696716308594
156,68,200,91200,585897.4358974359,22.397994995117188
129,129,200,91200,708527.1317829457,33.22267532348633
144,70,200,91200,634722.2222222221,21.286725997924805
171,67,200,91200,534502.9239766081,37.268638610839844
337,99,200,91200,271216.6172106825,63.98797035217285
189,136,200,91200,483597.88359788357,25.435447692871094
156,193,200,91200,585897.4358974359,21.09527587890625
182,89,200,91200,502197.80219780223,23.29850196838379
164,76,200,91200,557317.0731707318,22.65620231628418
279,97,200,91200,327598.5663082437,24.522066116333008
173,67,200,91200,528323.6994219653,21.01755142211914
135,114,200,91200,677037.0370370371,22.195816040039062
186,69,200,91200,491397.84946236556,19.229412078857422
123,108,200,91200,743089.430894309,24.234771728515625
180,64,200,91200,507777.77777777775,19.6683406829834
263,104,200,91200,347528.51711026614,22.986650466918945
178,49,200,91200,513483.1460674158,17.741918563842773
140,91,200,91200,652857.1428571428,24.13463592529297
182,68,200,91200,502197.80219780223,21.236181259155273
275,90,200,91200,332363.63636363635,24.558067321777344
192,64,200,91200,476041.6666666667,19.964218139648438
133,109,200,91200,687218.0451127819,24.85489845275879
154,70,200,91200,593506.4935064935,20.49708366394043
192,63,200,91200,476041.6666666667,37.297964096069336
353,119,200,91200,258923.51274787536,57.24215507507324
236,111,200,91200,387288.1355932203,57.74569511413574
206,61,200,91200,443689.32038834953,51.021575927734375
174,100,200,91200,525287.356321839,29.504060745239258
195,64,200,91200,468717.94871794875,50.71592330932617
296,110,200,91200,308783.7837837838,25.64406394958496
186,62,200,91200,491397.84946236556,23.86617660522461
180,100,200,91200,507777.77777777775,51.247358322143555
191,69,200,91200,478534.0314136126,25.34937858581543
216,66,200,91200,423148.14814814815,44.70014572143555
364,92,200,91200,251098.90109890111,78.21083068847656
218,106,200,91200,419266.05504587153,56.218862533569336
218,65,200,91200,419266.05504587153,56.40387535095215
207,91,200,91200,441545.89371980674,97.69058227539062
397,63,200,91200,230226.70025188915,85.18195152282715
250,102,200,91200,365600.0,69.22173500061035
166,93,200,91200,550602.4096385542,54.70442771911621
307,94,200,91200,297719.86970684037,57.78789520263672
162,102,200,91200,564197.5308641975,55.822134017944336
